* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
1, none, adastraextra:adrastea_plains, MONSTER, quark:stoneling, 20, 1, 1
2958, desert, biomeswevegone:mojave_desert, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
2959, desert, biomeswevegone:mojave_desert, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
2960, forest, terralith:moonlight_grove, MONSTER, minecraft:spider, 80, 2, 4
2961, forest, terralith:moonlight_grove, MONSTER, minecraft:zombie, 80, 2, 4
2962, forest, terralith:moonlight_grove, MONSTER, minecraft:zombie_villager, 10, 1, 1
2963, forest, terralith:moonlight_grove, MONSTER, minecraft:skeleton, 80, 2, 4
2964, forest, terralith:moonlight_grove, MONSTER, minecraft:creeper, 80, 1, 4
2965, forest, terralith:moonlight_grove, MONSTER, minecraft:slime, 80, 2, 6
2966, forest, terralith:moonlight_grove, MONSTER, minecraft:enderman, 5, 1, 4
2967, forest, terralith:moonlight_grove, MONSTER, minecraft:witch, 5, 1, 1
2968, forest, terralith:moonlight_grove, MONSTER, quark:stoneling, 20, 1, 1
2969, forest, terralith:moonlight_grove, MONSTER, quark:toretoise, 20, 1, 4
2970, forest, terralith:moonlight_grove, MONSTER, vampirism:advanced_vampire, 18, 1, 2
2971, forest, terralith:moonlight_grove, MONSTER, vampirism:vampire, 28, 1, 2
2972, forest, terralith:moonlight_grove, CREATURE, minecraft:sheep, 12, 3, 5
2973, forest, terralith:moonlight_grove, CREATURE, minecraft:pig, 10, 3, 5
2974, forest, terralith:moonlight_grove, CREATURE, minecraft:chicken, 10, 3, 5
2975, forest, terralith:moonlight_grove, CREATURE, minecraft:cow, 10, 2, 5
2976, forest, terralith:moonlight_grove, CREATURE, minecraft:rabbit, 10, 2, 3
2977, forest, terralith:moonlight_grove, CREATURE, ars_nouveau:drygmy, 10, 1, 2
2978, forest, terralith:moonlight_grove, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
2979, forest, terralith:moonlight_grove, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
2980, forest, terralith:moonlight_grove, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
2981, forest, terralith:moonlight_grove, AMBIENT, minecraft:bat, 10, 8, 8
2982, forest, terralith:moonlight_grove, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2983, forest, terralith:moonlight_valley, MONSTER, minecraft:spider, 80, 2, 4
2984, forest, terralith:moonlight_valley, MONSTER, minecraft:zombie, 80, 2, 4
2985, forest, terralith:moonlight_valley, MONSTER, minecraft:zombie_villager, 10, 1, 1
2986, forest, terralith:moonlight_valley, MONSTER, minecraft:skeleton, 80, 2, 4
2987, forest, terralith:moonlight_valley, MONSTER, minecraft:creeper, 80, 1, 4
2988, forest, terralith:moonlight_valley, MONSTER, minecraft:slime, 80, 2, 6
2989, forest, terralith:moonlight_valley, MONSTER, minecraft:enderman, 5, 1, 4
2990, forest, terralith:moonlight_valley, MONSTER, minecraft:witch, 5, 1, 1
2991, forest, terralith:moonlight_valley, MONSTER, quark:stoneling, 20, 1, 1
2992, forest, terralith:moonlight_valley, MONSTER, quark:toretoise, 20, 1, 4
2993, forest, terralith:moonlight_valley, MONSTER, vampirism:advanced_vampire, 7, 1, 1
2994, forest, terralith:moonlight_valley, MONSTER, vampirism:vampire, 10, 1, 2
2995, forest, terralith:moonlight_valley, CREATURE, minecraft:sheep, 12, 3, 5
2996, forest, terralith:moonlight_valley, CREATURE, minecraft:pig, 10, 3, 5
2997, forest, terralith:moonlight_valley, CREATURE, minecraft:chicken, 10, 3, 5
2998, forest, terralith:moonlight_valley, CREATURE, minecraft:cow, 10, 2, 5
2999, forest, terralith:moonlight_valley, CREATURE, minecraft:rabbit, 10, 2, 3
3000, forest, terralith:moonlight_valley, CREATURE, ars_nouveau:drygmy, 10, 1, 2
3001, forest, terralith:moonlight_valley, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
3002, forest, terralith:moonlight_valley, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
3003, forest, terralith:moonlight_valley, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
3004, forest, terralith:moonlight_valley, AMBIENT, minecraft:bat, 10, 8, 8
3005, forest, terralith:moonlight_valley, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3006, none, terralith:mountain_steppe, MONSTER, minecraft:spider, 80, 2, 4
3007, none, terralith:mountain_steppe, MONSTER, minecraft:zombie, 80, 2, 4
3008, none, terralith:mountain_steppe, MONSTER, minecraft:zombie_villager, 10, 1, 1
3009, none, terralith:mountain_steppe, MONSTER, minecraft:skeleton, 80, 2, 4
3010, none, terralith:mountain_steppe, MONSTER, minecraft:creeper, 80, 1, 4
3011, none, terralith:mountain_steppe, MONSTER, minecraft:slime, 80, 2, 6
3012, none, terralith:mountain_steppe, MONSTER, minecraft:enderman, 5, 1, 4
3013, none, terralith:mountain_steppe, MONSTER, minecraft:witch, 5, 1, 1
3014, none, terralith:mountain_steppe, MONSTER, quark:stoneling, 20, 1, 1
3015, none, terralith:mountain_steppe, MONSTER, quark:toretoise, 20, 1, 4
3016, none, terralith:mountain_steppe, MONSTER, vampirism:advanced_vampire, 3, 1, 3
3017, none, terralith:mountain_steppe, MONSTER, vampirism:vampire, 3, 1, 1
3018, none, terralith:mountain_steppe, CREATURE, minecraft:sheep, 12, 3, 5
3019, none, terralith:mountain_steppe, CREATURE, minecraft:pig, 10, 3, 5
3020, none, terralith:mountain_steppe, CREATURE, minecraft:chicken, 10, 3, 5
3021, none, terralith:mountain_steppe, CREATURE, minecraft:cow, 10, 2, 5
3022, none, terralith:mountain_steppe, CREATURE, minecraft:horse, 10, 1, 3
3023, none, terralith:mountain_steppe, CREATURE, minecraft:donkey, 10, 1, 3
3024, none, terralith:mountain_steppe, CREATURE, ars_nouveau:drygmy, 10, 1, 2
3025, none, terralith:mountain_steppe, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
3026, none, terralith:mountain_steppe, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
3027, none, terralith:mountain_steppe, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
3028, none, terralith:mountain_steppe, AMBIENT, minecraft:bat, 10, 8, 8
3029, none, terralith:mountain_steppe, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3030, none, minecraft:mushroom_fields, MONSTER, quark:stoneling, 20, 1, 1
3031, none, minecraft:mushroom_fields, MONSTER, quark:toretoise, 20, 1, 4
3032, none, minecraft:mushroom_fields, CREATURE, minecraft:mooshroom, 10, 2, 4
3033, none, minecraft:mushroom_fields, CREATURE, ars_nouveau:drygmy, 10, 1, 2
3034, none, minecraft:mushroom_fields, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
3035, none, minecraft:mushroom_fields, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
3036, none, minecraft:mushroom_fields, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
3037, none, minecraft:mushroom_fields, AMBIENT, minecraft:bat, 10, 8, 8
3038, none, minecraft:mushroom_fields, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3039, none, twilightforest:mushroom_forest, MONSTER, quark:stoneling, 20, 1, 1
3040, none, twilightforest:mushroom_forest, MONSTER, quark:toretoise, 20, 1, 4
3041, none, twilightforest:mushroom_forest, CREATURE, twilightforest:bighorn_sheep, 12, 4, 4
3042, none, twilightforest:mushroom_forest, CREATURE, twilightforest:boar, 10, 4, 4
3043, none, twilightforest:mushroom_forest, CREATURE, minecraft:chicken, 10, 3, 5
3044, none, twilightforest:mushroom_forest, CREATURE, twilightforest:deer, 15, 4, 5
3045, none, twilightforest:mushroom_forest, CREATURE, minecraft:wolf, 10, 4, 4
3046, none, twilightforest:mushroom_forest, CREATURE, twilightforest:tiny_bird, 15, 4, 8
3047, none, twilightforest:mushroom_forest, CREATURE, twilightforest:squirrel, 10, 2, 4
3048, none, twilightforest:mushroom_forest, CREATURE, twilightforest:dwarf_rabbit, 10, 4, 5
3049, none, twilightforest:mushroom_forest, CREATURE, twilightforest:raven, 10, 1, 2
3050, none, deep_aether:mystic_aerglow_forest, MONSTER, quark:stoneling, 20, 1, 1
3051, none, deep_aether:mystic_aerglow_forest, MONSTER, quark:toretoise, 20, 1, 4
3052, none, deep_aether:mystic_aerglow_forest, CREATURE, aether:phyg, 10, 3, 4
3053, none, deep_aether:mystic_aerglow_forest, CREATURE, aether:sheepuff, 12, 3, 4
3054, none, deep_aether:mystic_aerglow_forest, CREATURE, aether:flying_cow, 12, 2, 5
3055, none, deep_aether:mystic_aerglow_forest, CREATURE, aether:aerbunny, 11, 3, 3
3056, none, deep_aether:mystic_aerglow_forest, CREATURE, aether:moa, 10, 1, 3
3057, none, deep_aether:mystic_aerglow_forest, CREATURE, deep_aether:quail, 15, 2, 5
3058, none, deep_aether:mystic_aerglow_forest, AETHER_SURFACE_MONSTER, aether:aechor_plant, 10, 1, 1
3059, none, deep_aether:mystic_aerglow_forest, AETHER_SURFACE_MONSTER, aether:blue_swet, 10, 1, 1
3060, none, deep_aether:mystic_aerglow_forest, AETHER_SURFACE_MONSTER, aether:golden_swet, 10, 1, 1
3061, none, deep_aether:mystic_aerglow_forest, AETHER_SURFACE_MONSTER, aether:whirlwind, 10, 1, 1
3062, none, deep_aether:mystic_aerglow_forest, AETHER_SURFACE_MONSTER, aether:evil_whirlwind, 10, 1, 1
3063, none, deep_aether:mystic_aerglow_forest, AETHER_SURFACE_MONSTER, aether_redux:vanilla_swet, 10, 1, 2
3064, none, deep_aether:mystic_aerglow_forest, AETHER_DARKNESS_MONSTER, aether:cockatrice, 10, 1, 1
3065, none, deep_aether:mystic_aerglow_forest, AETHER_SKY_MONSTER, aether:zephyr, 20, 1, 1
3066, none, deep_aether:mystic_aerglow_forest, AETHER_AERWHALE, aether:aerwhale, 10, 1, 1
3067, none, adastraextra:neptune_plains, MONSTER, quark:stoneling, 20, 1, 1
3068, none, adastraextra:neptune_plains, MONSTER, quark:toretoise, 20, 1, 4
3069, nether, minecraft:nether_wastes, MONSTER, minecraft:ghast, 50, 4, 4
3070, nether, minecraft:nether_wastes, MONSTER, minecraft:zombified_piglin, 80, 4, 4
3071, nether, minecraft:nether_wastes, MONSTER, minecraft:magma_cube, 10, 4, 4
3072, nether, minecraft:nether_wastes, MONSTER, minecraft:enderman, 5, 4, 4
3073, nether, minecraft:nether_wastes, MONSTER, minecraft:piglin, 15, 4, 4
3074, nether, minecraft:nether_wastes, MONSTER, quark:foxhound, 30, 1, 2
3075, nether, minecraft:nether_wastes, CREATURE, minecraft:strider, 60, 1, 2
3076, none, bloodmagic:none, MONSTER, quark:stoneling, 20, 1, 1
3077, none, bloodmagic:none, MONSTER, quark:toretoise, 20, 1, 4
3078, none, twilightforest:oak_savannah, MONSTER, quark:stoneling, 20, 1, 1
3079, none, twilightforest:oak_savannah, MONSTER, quark:toretoise, 20, 1, 4
3080, none, twilightforest:oak_savannah, CREATURE, twilightforest:bighorn_sheep, 12, 4, 4
3081, none, twilightforest:oak_savannah, CREATURE, twilightforest:boar, 10, 4, 4
3082, none, twilightforest:oak_savannah, CREATURE, minecraft:chicken, 10, 3, 5
3083, none, twilightforest:oak_savannah, CREATURE, twilightforest:deer, 15, 4, 5
3084, none, twilightforest:oak_savannah, CREATURE, minecraft:wolf, 10, 4, 4
3085, none, twilightforest:oak_savannah, CREATURE, twilightforest:tiny_bird, 15, 4, 8
3086, none, twilightforest:oak_savannah, CREATURE, twilightforest:squirrel, 10, 2, 4
3087, none, twilightforest:oak_savannah, CREATURE, twilightforest:dwarf_rabbit, 10, 4, 5
3088, none, twilightforest:oak_savannah, CREATURE, twilightforest:raven, 10, 1, 2
3089, ocean, minecraft:ocean, MONSTER, minecraft:spider, 80, 2, 4
3090, ocean, minecraft:ocean, MONSTER, minecraft:zombie, 80, 2, 4
3091, ocean, minecraft:ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
3092, ocean, minecraft:ocean, MONSTER, minecraft:skeleton, 80, 2, 4
3093, ocean, minecraft:ocean, MONSTER, minecraft:creeper, 80, 1, 4
3094, ocean, minecraft:ocean, MONSTER, minecraft:slime, 80, 2, 6
3095, ocean, minecraft:ocean, MONSTER, minecraft:enderman, 5, 1, 4
3096, ocean, minecraft:ocean, MONSTER, minecraft:witch, 5, 1, 1
3097, ocean, minecraft:ocean, MONSTER, minecraft:drowned, 10, 1, 1
3098, ocean, minecraft:ocean, MONSTER, quark:stoneling, 20, 1, 1
3099, ocean, minecraft:ocean, MONSTER, quark:toretoise, 20, 1, 4
3100, ocean, minecraft:ocean, MONSTER, vampirism:advanced_vampire, 3, 1, 3
3101, ocean, minecraft:ocean, MONSTER, vampirism:vampire, 3, 1, 3
3102, ocean, minecraft:ocean, CREATURE, ars_nouveau:drygmy, 10, 1, 2
3103, ocean, minecraft:ocean, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
3104, ocean, minecraft:ocean, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
3105, ocean, minecraft:ocean, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
3106, ocean, minecraft:ocean, AMBIENT, minecraft:bat, 10, 8, 8
3107, ocean, minecraft:ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3108, ocean, minecraft:ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
3109, ocean, minecraft:ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
3110, ocean, minecraft:ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
3111, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:spider, 80, 2, 4
3112, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:zombie, 80, 2, 4
3113, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
3114, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:skeleton, 80, 2, 4
3115, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:creeper, 80, 1, 4
3116, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:slime, 80, 2, 6
3117, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:enderman, 5, 1, 4
3118, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:witch, 5, 1, 1
3119, forest, minecraft:old_growth_birch_forest, MONSTER, quark:stoneling, 20, 1, 1
3120, forest, minecraft:old_growth_birch_forest, MONSTER, quark:toretoise, 20, 1, 4
3121, forest, minecraft:old_growth_birch_forest, MONSTER, vampirism:advanced_vampire, 7, 1, 1
3122, forest, minecraft:old_growth_birch_forest, MONSTER, vampirism:vampire, 10, 1, 2
3123, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:sheep, 12, 2, 2
3124, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:pig, 10, 2, 2
3125, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:chicken, 10, 2, 2
3126, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:cow, 10, 2, 2
3127, forest, minecraft:old_growth_birch_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 2
3128, forest, minecraft:old_growth_birch_forest, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
3129, forest, minecraft:old_growth_birch_forest, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
3130, forest, minecraft:old_growth_birch_forest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
3131, forest, minecraft:old_growth_birch_forest, AMBIENT, minecraft:bat, 10, 8, 8
3132, forest, minecraft:old_growth_birch_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3133, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:spider, 80, 2, 4
3134, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:zombie, 80, 2, 4
3135, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:zombie_villager, 25, 1, 1
3136, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:skeleton, 80, 2, 4
3137, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:creeper, 80, 1, 4
3138, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:slime, 80, 2, 6
3139, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:enderman, 5, 1, 4
3140, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:witch, 5, 1, 1
3141, taiga, minecraft:old_growth_pine_taiga, MONSTER, quark:stoneling, 20, 1, 1
3142, taiga, minecraft:old_growth_pine_taiga, MONSTER, quark:toretoise, 20, 1, 4
3143, taiga, minecraft:old_growth_pine_taiga, MONSTER, vampirism:advanced_vampire, 7, 1, 1
3144, taiga, minecraft:old_growth_pine_taiga, MONSTER, werewolves:human_werewolf, 10, 1, 1
3145, taiga, minecraft:old_growth_pine_taiga, MONSTER, vampirism:vampire, 10, 1, 2
3146, taiga, minecraft:old_growth_pine_taiga, MONSTER, werewolves:werewolf_beast, 10, 1, 2
3147, taiga, minecraft:old_growth_pine_taiga, MONSTER, werewolves:werewolf_survivalist, 10, 1, 2
3148, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:sheep, 12, 3, 5
3149, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:pig, 10, 3, 5
3150, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:chicken, 10, 3, 5
3151, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:cow, 10, 2, 5
3152, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:wolf, 10, 2, 2
3153, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:rabbit, 10, 2, 3
3154, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:fox, 10, 1, 2
3155, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:wolf, 10, 4, 4
3156, taiga, minecraft:old_growth_pine_taiga, CREATURE, ars_nouveau:drygmy, 10, 1, 2
3157, taiga, minecraft:old_growth_pine_taiga, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
3158, taiga, minecraft:old_growth_pine_taiga, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
3159, taiga, minecraft:old_growth_pine_taiga, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
3160, taiga, minecraft:old_growth_pine_taiga, AMBIENT, minecraft:bat, 10, 8, 8
3161, taiga, minecraft:old_growth_pine_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3162, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:spider, 80, 2, 4
3163, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:zombie, 80, 2, 4
3164, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:zombie_villager, 10, 1, 1
3165, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:skeleton, 80, 2, 4
3166, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:creeper, 80, 1, 4
3167, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:slime, 80, 2, 6
3168, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:enderman, 5, 1, 4
3169, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:witch, 5, 1, 1
3170, taiga, minecraft:old_growth_spruce_taiga, MONSTER, quark:stoneling, 20, 1, 1
3171, taiga, minecraft:old_growth_spruce_taiga, MONSTER, quark:toretoise, 20, 1, 4
3172, taiga, minecraft:old_growth_spruce_taiga, MONSTER, vampirism:advanced_vampire, 7, 1, 1
3173, taiga, minecraft:old_growth_spruce_taiga, MONSTER, werewolves:human_werewolf, 10, 1, 1
3174, taiga, minecraft:old_growth_spruce_taiga, MONSTER, vampirism:vampire, 10, 1, 2
3175, taiga, minecraft:old_growth_spruce_taiga, MONSTER, werewolves:werewolf_beast, 10, 1, 2
3176, taiga, minecraft:old_growth_spruce_taiga, MONSTER, werewolves:werewolf_survivalist, 10, 1, 2
3177, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:sheep, 12, 3, 5
3178, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:pig, 10, 3, 5
3179, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:chicken, 10, 3, 5
3180, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:cow, 10, 2, 5
3181, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:wolf, 10, 4, 4
3182, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:rabbit, 10, 2, 3
3183, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:fox, 10, 1, 2
3184, taiga, minecraft:old_growth_spruce_taiga, CREATURE, ars_nouveau:drygmy, 10, 1, 2
3185, taiga, minecraft:old_growth_spruce_taiga, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
3186, taiga, minecraft:old_growth_spruce_taiga, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
3187, taiga, minecraft:old_growth_spruce_taiga, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
3188, taiga, minecraft:old_growth_spruce_taiga, AMBIENT, minecraft:bat, 10, 8, 8
3189, taiga, minecraft:old_growth_spruce_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3190, none, ad_astra:orbit, MONSTER, quark:stoneling, 20, 1, 1
3191, none, ad_astra:orbit, MONSTER, quark:toretoise, 20, 1, 4
3192, none, adastraextra:orbit, MONSTER, quark:stoneling, 20, 1, 1
3193, none, adastraextra:orbit, MONSTER, quark:toretoise, 20, 1, 4
3194, forest, biomeswevegone:orchard, MONSTER, minecraft:spider, 80, 2, 4
3195, forest, biomeswevegone:orchard, MONSTER, minecraft:zombie, 80, 2, 4
3196, forest, biomeswevegone:orchard, MONSTER, minecraft:zombie_villager, 10, 1, 1
3197, forest, biomeswevegone:orchard, MONSTER, minecraft:skeleton, 80, 2, 4
3198, forest, biomeswevegone:orchard, MONSTER, minecraft:creeper, 80, 1, 4
3199, forest, biomeswevegone:orchard, MONSTER, minecraft:slime, 80, 2, 6
3200, forest, biomeswevegone:orchard, MONSTER, minecraft:enderman, 5, 1, 4
3201, forest, biomeswevegone:orchard, MONSTER, minecraft:witch, 5, 1, 1
3202, forest, biomeswevegone:orchard, MONSTER, quark:stoneling, 20, 1, 1
3203, forest, biomeswevegone:orchard, MONSTER, quark:toretoise, 20, 1, 4
3204, forest, biomeswevegone:orchard, MONSTER, vampirism:advanced_vampire, 3, 1, 1
3205, forest, biomeswevegone:orchard, MONSTER, vampirism:vampire, 10, 1, 3
3206, forest, biomeswevegone:orchard, CREATURE, minecraft:sheep, 12, 3, 5
3207, forest, biomeswevegone:orchard, CREATURE, minecraft:pig, 10, 3, 5
3208, forest, biomeswevegone:orchard, CREATURE, minecraft:chicken, 10, 3, 5
3209, forest, biomeswevegone:orchard, CREATURE, minecraft:cow, 10, 2, 5
3210, forest, biomeswevegone:orchard, CREATURE, minecraft:horse, 10, 2, 6
3211, forest, biomeswevegone:orchard, CREATURE, minecraft:donkey, 10, 1, 3
3212, forest, biomeswevegone:orchard, CREATURE, ars_nouveau:drygmy, 10, 1, 2
3213, forest, biomeswevegone:orchard, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
3214, forest, biomeswevegone:orchard, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
3215, forest, biomeswevegone:orchard, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
3216, forest, biomeswevegone:orchard, AMBIENT, minecraft:bat, 10, 8, 8
3217, forest, biomeswevegone:orchard, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3218, swamp, terralith:orchid_swamp, MONSTER, minecraft:spider, 80, 2, 4
3219, swamp, terralith:orchid_swamp, MONSTER, minecraft:zombie, 80, 2, 4
3220, swamp, terralith:orchid_swamp, MONSTER, minecraft:zombie_villager, 10, 1, 1
3221, swamp, terralith:orchid_swamp, MONSTER, minecraft:skeleton, 80, 2, 4
3222, swamp, terralith:orchid_swamp, MONSTER, minecraft:creeper, 80, 1, 4
3223, swamp, terralith:orchid_swamp, MONSTER, minecraft:slime, 80, 2, 6
3224, swamp, terralith:orchid_swamp, MONSTER, minecraft:enderman, 5, 1, 4
3225, swamp, terralith:orchid_swamp, MONSTER, minecraft:witch, 5, 1, 1
3226, swamp, terralith:orchid_swamp, MONSTER, minecraft:slime, 10, 1, 1
3227, swamp, terralith:orchid_swamp, MONSTER, quark:stoneling, 20, 1, 1
3228, swamp, terralith:orchid_swamp, MONSTER, quark:toretoise, 20, 1, 4
3229, swamp, terralith:orchid_swamp, MONSTER, vampirism:advanced_vampire, 10, 1, 2
3230, swamp, terralith:orchid_swamp, MONSTER, vampirism:vampire, 22, 1, 2
3231, swamp, terralith:orchid_swamp, CREATURE, minecraft:sheep, 12, 2, 2
3232, swamp, terralith:orchid_swamp, CREATURE, minecraft:pig, 10, 2, 2
3233, swamp, terralith:orchid_swamp, CREATURE, minecraft:chicken, 10, 2, 2
3234, swamp, terralith:orchid_swamp, CREATURE, minecraft:cow, 10, 2, 2
3235, swamp, terralith:orchid_swamp, CREATURE, minecraft:frog, 25, 1, 2
3236, swamp, terralith:orchid_swamp, CREATURE, ars_nouveau:drygmy, 10, 1, 2
3237, swamp, terralith:orchid_swamp, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
3238, swamp, terralith:orchid_swamp, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
3239, swamp, terralith:orchid_swamp, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
3240, swamp, terralith:orchid_swamp, AMBIENT, minecraft:bat, 10, 8, 8
3241, swamp, terralith:orchid_swamp, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3242, none, deeperdarker:overcast_columns, MONSTER, quark:stoneling, 20, 1, 1
3243, none, deeperdarker:overcast_columns, MONSTER, quark:toretoise, 20, 1, 4
3244, forest, biomeswevegone:overgrowth_woodlands, MONSTER, minecraft:spider, 80, 2, 4
3245, forest, biomeswevegone:overgrowth_woodlands, MONSTER, minecraft:zombie, 80, 2, 4
3246, forest, biomeswevegone:overgrowth_woodlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
3247, forest, biomeswevegone:overgrowth_woodlands, MONSTER, minecraft:skeleton, 80, 2, 4
3248, forest, biomeswevegone:overgrowth_woodlands, MONSTER, minecraft:creeper, 80, 1, 4
3249, forest, biomeswevegone:overgrowth_woodlands, MONSTER, minecraft:slime, 80, 2, 6
3250, forest, biomeswevegone:overgrowth_woodlands, MONSTER, minecraft:enderman, 5, 1, 4
3251, forest, biomeswevegone:overgrowth_woodlands, MONSTER, minecraft:witch, 5, 1, 1
3252, forest, biomeswevegone:overgrowth_woodlands, MONSTER, quark:stoneling, 20, 1, 1
3253, forest, biomeswevegone:overgrowth_woodlands, MONSTER, quark:toretoise, 20, 1, 4
3254, forest, biomeswevegone:overgrowth_woodlands, MONSTER, vampirism:advanced_vampire, 15, 1, 2
3255, forest, biomeswevegone:overgrowth_woodlands, MONSTER, vampirism:vampire, 30, 1, 3
3256, forest, biomeswevegone:overgrowth_woodlands, CREATURE, minecraft:sheep, 12, 3, 5
3257, forest, biomeswevegone:overgrowth_woodlands, CREATURE, minecraft:pig, 10, 3, 5
3258, forest, biomeswevegone:overgrowth_woodlands, CREATURE, minecraft:chicken, 10, 3, 5
3259, forest, biomeswevegone:overgrowth_woodlands, CREATURE, minecraft:cow, 10, 2, 5
